# name	width	height	palette	feature
frieza_ui_walk_b_g3	16	16	.BGOSW	frieza
frieza_ui_walk_b_g4	16	16	.BGOSW	frieza
goku_adult_ace_climb_a	16	16	.BKOSW	goku
goku_adult_ace_climb_a_g0	16	16	.BKOSW	goku
goku_adult_ace_climb_a_g1	16	16	.BKOSW	goku
goku_adult_ace_climb_a_g3	16	16	.BKOSW	goku
goku_adult_ace_climb_a_g4	16	16	.BKOSW	goku
goku_adult_ace_climb_b	16	16	.BKOSW	goku
goku_adult_ace_climb_b_g0	16	16	.BKOSW	goku
goku_adult_ace_climb_b_g1	16	16	.BKOSW	goku
goku_adult_ace_climb_b_g3	16	16	.BKOSW	goku
goku_adult_ace_climb_b_g4	16	16	.BKOSW	goku
goku_adult_ace_eat_a	16	16	.BKMOSWX	goku
goku_adult_ace_eat_a_g0	16	16	.BKMOSWX	goku
goku_adult_ace_eat_a_g1	16	16	.BKMOSWX	goku
goku_adult_ace_eat_a_g3	16	16	.BKMOSWX	goku
goku_adult_ace_eat_a_g4	16	16	.BKMOSWX	goku
goku_adult_ace_eat_b	16	16	.BKMOSWX	goku
goku_adult_ace_eat_b_g0	16	16	.BKMOSWX	goku
goku_adult_ace_eat_b_g1	16	16	.BKMOSWX	goku
goku_adult_ace_eat_b_g3	16	16	.BKMOSWX	goku
goku_adult_ace_eat_b_g4	16	16	.BKMOSWX	goku
goku_adult_ace_idle_a	16	16	.BKOSW	goku
goku_adult_ace_idle_a_g0	16	16	.BKOSW	goku
goku_adult_ace_idle_a_g1	16	16	.BKOSW	goku
goku_adult_ace_idle_a_g3	16	16	.BKOSW	goku
goku_adult_ace_idle_a_g4	16	16	.BKOSW	goku
goku_adult_ace_idle_b	16	16	.BKOSW	goku
goku_adult_ace_idle_b_g0	16	16	.BKOSW	goku
goku_adult_ace_idle_b_g1	16	16	.BKOSW	goku
goku_adult_ace_idle_b_g3	16	16	.BKOSW	goku
goku_adult_ace_idle_b_g4	16	16	.BKOSW	goku
goku_adult_ace_sleep_a	16	16	.BKMOSW	goku
goku_adult_ace_sleep_a_g0	16	16	.BKMOSW	goku
goku_adult_ace_sleep_a_g1	16	16	.BKMOSW	goku
goku_adult_ace_sleep_a_g3	16	16	.BKMOSW	goku
goku_adult_ace_sleep_a_g4	16	16	.BKMOSW	goku
goku_adult_ace_sleep_b	16	16	.BKMOSW	goku
goku_adult_ace_sleep_b_g0	16	16	.BKMOSW	goku
goku_adult_ace_sleep_b_g1	16	16	.BKMOSW	goku
goku_adult_ace_sleep_b_g3	16	16	.BKMOSW	goku
goku_adult_ace_sleep_b_g4	16	16	.BKMOSW	goku
goku_adult_ace_walk_a	16	16	.BKOSW	goku
goku_adult_ace_walk_a_g0	16	16	.BKOSW	goku
goku_adult_ace_walk_a_g1	16	16	.BKOSW	goku
goku_adult_ace_walk_a_g3	16	16	.BKOSW	goku
goku_adult_ace_walk_a_g4	16	16	.BKOSW	goku
goku_adult_ace_walk_b	16	16	.BKOSW	goku
goku_adult_ace_walk_b_g0	16	16	.BKOSW	goku
goku_adult_ace_walk_b_g1	16	16	.BKOSW	goku
goku_adult_ace_walk_b_g3	16	16	.BKOSW	goku
goku_adult_ace_walk_b_g4	16	16	.BKOSW	goku
goku_adult_gremlin_climb_a	16	16	.BKORSW	goku
goku_adult_gremlin_climb_a_g0	16	16	.BKORSW	goku
goku_adult_gremlin_climb_a_g1	16	16	.BKORSW	goku
goku_adult_gremlin_climb_a_g3	16	16	.BKORSW	goku
goku_adult_gremlin_climb_a_g4	16	16	.BKORSW	goku
goku_adult_gremlin_climb_b	16	16	.BKORSW	goku
goku_adult_gremlin_climb_b_g0	16	16	.BKORSW	goku
goku_adult_gremlin_climb_b_g1	16	16	.BKORSW	goku
goku_adult_gremlin_climb_b_g3	16	16	.BKORSW	goku
goku_adult_gremlin_climb_b_g4	16	16	.BKORSW	goku
goku_adult_gremlin_eat_a	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_a_g0	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_a_g1	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_a_g3	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_a_g4	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_b	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_b_g0	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_b_g1	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_b_g3	16	16	.BKMORSWX	goku
goku_adult_gremlin_eat_b_g4	16	16	.BKMORSWX	goku
goku_adult_gremlin_idle_a	16	16	.BKORSW	goku
goku_adult_gremlin_idle_a_g0	16	16	.BKORSW	goku
goku_adult_gremlin_idle_a_g1	16	16	.BKORSW	goku
goku_adult_gremlin_idle_a_g3	16	16	.BKORSW	goku
goku_adult_gremlin_idle_a_g4	16	16	.BKORSW	goku
goku_adult_gremlin_idle_b	16	16	.BKORSW	goku
goku_adult_gremlin_idle_b_g0	16	16	.BKORSW	goku
goku_adult_gremlin_idle_b_g1	16	16	.BKORSW	goku
goku_adult_gremlin_idle_b_g3	16	16	.BKORSW	goku
goku_adult_gremlin_idle_b_g4	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_a	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_a_g0	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_a_g1	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_a_g3	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_a_g4	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_b	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_b_g0	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_b_g1	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_b_g3	16	16	.BKORSW	goku
goku_adult_gremlin_sleep_b_g4	16	16	.BKORSW	goku
goku_adult_gremlin_walk_a	16	16	.BKORSW	goku
goku_adult_gremlin_walk_a_g0	16	16	.BKORSW	goku
goku_adult_gremlin_walk_a_g1	16	16	.BKORSW	goku
goku_adult_gremlin_walk_a_g3	16	16	.BKORSW	goku
goku_adult_gremlin_walk_a_g4	16	16	.BKORSW	goku
goku_adult_gremlin_walk_b	16	16	.BKORSW	goku
goku_adult_gremlin_walk_b_g0	16	16	.BKORSW	goku
goku_adult_gremlin_walk_b_g1	16	16	.BKORSW	goku
goku_adult_gremlin_walk_b_g3	16	16	.BKORSW	goku
goku_adult_gremlin_walk_b_g4	16	16	.BKORSW	goku
goku_adult_ok_climb_a	16	16	.BDKPSW	goku
goku_adult_ok_climb_a_g0	16	16	.BDKPSW	goku
goku_adult_ok_climb_a_g1	16	16	.BDKPSW	goku
goku_adult_ok_climb_a_g3	16	16	.BDKPSW	goku
goku_adult_ok_climb_a_g4	16	16	.BDKPSW	goku
goku_adult_ok_climb_b	16	16	.BDKPSW	goku
goku_adult_ok_climb_b_g0	16	16	.BDKPSW	goku
goku_adult_ok_climb_b_g1	16	16	.BDKPSW	goku
goku_adult_ok_climb_b_g3	16	16	.BDKPSW	goku
goku_adult_ok_climb_b_g4	16	16	.BDKPSW	goku
goku_adult_ok_eat_a	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_a_g0	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_a_g1	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_a_g3	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_a_g4	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_b	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_b_g0	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_b_g1	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_b_g3	16	16	.BDKMPSWX	goku
goku_adult_ok_eat_b_g4	16	16	.BDKMPSWX	goku
goku_adult_ok_idle_a	16	16	.BDKPSW	goku
goku_adult_ok_idle_a_g0	16	16	.BDKPSW	goku
goku_adult_ok_idle_a_g1	16	16	.BDKPSW	goku
goku_adult_ok_idle_a_g3	16	16	.BDKPSW	goku
goku_adult_ok_idle_a_g4	16	16	.BDKPSW	goku
goku_adult_ok_idle_b	16	16	.BDKPSW	goku
goku_adult_ok_idle_b_g0	16	16	.BDKPSW	goku
goku_adult_ok_idle_b_g1	16	16	.BDKPSW	goku
goku_adult_ok_idle_b_g3	16	16	.BDKPSW	goku
goku_adult_ok_idle_b_g4	16	16	.BDKPSW	goku
goku_adult_ok_sleep_a	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_a_g0	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_a_g1	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_a_g3	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_a_g4	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_b	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_b_g0	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_b_g1	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_b_g3	16	16	.BDKMOPSW	goku
goku_adult_ok_sleep_b_g4	16	16	.BDKMOPSW	goku
goku_adult_ok_walk_a	16	16	.BDKPSW	goku
goku_adult_ok_walk_a_g0	16	16	.BDKPSW	goku
goku_adult_ok_walk_a_g1	16	16	.BDKPSW	goku
goku_adult_ok_walk_a_g3	16	16	.BDKPSW	goku
goku_adult_ok_walk_a_g4	16	16	.BDKPSW	goku
goku_adult_ok_walk_b	16	16	.BDKPSW	goku
goku_adult_ok_walk_b_g0	16	16	.BDKPSW	goku
goku_adult_ok_walk_b_g1	16	16	.BDKPSW	goku
goku_adult_ok_walk_b_g3	16	16	.BDKPSW	goku
goku_adult_ok_walk_b_g4	16	16	.BDKPSW	goku
goku_baby_eat_a	16	16	.KMOSWX	goku
goku_baby_eat_a_g0	16	16	.KMOSWX	goku
goku_baby_eat_a_g1	16	16	.KMOSWX	goku
goku_baby_eat_a_g3	16	16	.KMOSWX	goku
goku_baby_eat_a_g4	16	16	.KMOSWX	goku
goku_baby_eat_b	16	16	.KMOSWX	goku
goku_baby_eat_b_g0	16	16	.KMOSWX	goku
goku_baby_eat_b_g1	16	16	.KMOSWX	goku
goku_baby_eat_b_g3	16	16	.KMOSWX	goku
goku_baby_eat_b_g4	16	16	.KMOSWX	goku
goku_baby_idle_a	16	16	.BKNOSW	goku
goku_baby_idle_a_g0	16	16	.BKNOSW	goku
goku_baby_idle_a_g1	16	16	.BKNOSW	goku
goku_baby_idle_a_g3	16	16	.BKNOSW	goku
goku_baby_idle_a_g4	16	16	.BKNOSW	goku
goku_baby_idle_b	16	16	.BKNOSW	goku
goku_baby_idle_b_g0	16	16	.BKNOSW	goku
goku_baby_idle_b_g1	16	16	.BKNOSW	goku
goku_baby_idle_b_g3	16	16	.BKNOSW	goku
goku_baby_idle_b_g4	16	16	.BKNOSW	goku
goku_baby_sleep_a	16	16	.BKMNOSW	goku
goku_baby_sleep_a_g0	16	16	.BKMNOSW	goku
goku_baby_sleep_a_g1	16	16	.BKMNOSW	goku
goku_baby_sleep_a_g3	16	16	.BKMNOSW	goku
goku_baby_sleep_a_g4	16	16	.BKMNOSW	goku
goku_baby_sleep_b	16	16	.BKMNOSW	goku
goku_baby_sleep_b_g0	16	16	.BKMNOSW	goku
goku_baby_sleep_b_g1	16	16	.BKMNOSW	goku
goku_baby_sleep_b_g3	16	16	.BKMNOSW	goku
goku_baby_sleep_b_g4	16	16	.BKMNOSW	goku
goku_blue_idle_a	16	16	.BCKOSW	goku
goku_blue_idle_a_g0	16	16	.BCKOSW	goku
goku_blue_idle_a_g1	16	16	.BCKOSW	goku
goku_blue_idle_a_g3	16	16	.BCKOSW	goku
goku_blue_idle_a_g4	16	16	.BCKOSW	goku
goku_blue_idle_b	16	16	.BCKOSW	goku
goku_blue_idle_b_g0	16	16	.BCKOSW	goku
goku_blue_idle_b_g1	16	16	.BCKOSW	goku
goku_blue_idle_b_g3	16	16	.BCKOSW	goku
goku_blue_idle_b_g4	16	16	.BCKOSW	goku
goku_blue_walk_a	16	16	.BCKOSW	goku
goku_blue_walk_a_g0	16	16	.BCKOSW	goku
goku_blue_walk_a_g1	16	16	.BCKOSW	goku
goku_blue_walk_a_g3	16	16	.BCKOSW	goku
goku_blue_walk_a_g4	16	16	.BCKOSW	goku
goku_blue_walk_b	16	16	.BCKOSW	goku
goku_blue_walk_b_g0	16	16	.BCKOSW	goku
goku_blue_walk_b_g1	16	16	.BCKOSW	goku
goku_blue_walk_b_g3	16	16	.BCKOSW	goku
goku_blue_walk_b_g4	16	16	.BCKOSW	goku
goku_child_climb_a	16	16	.BKNOSW	goku
goku_child_climb_a_g0	16	16	.BKNOSW	goku
goku_child_climb_a_g1	16	16	.BKNOSW	goku
goku_child_climb_a_g3	16	16	.BKNOSW	goku
goku_child_climb_a_g4	16	16	.BKNOSW	goku
goku_child_climb_b	16	16	.BKNOSW	goku
goku_child_climb_b_g0	16	16	.BKNOSW	goku
goku_child_climb_b_g1	16	16	.BKNOSW	goku
goku_child_climb_b_g3	16	16	.BKNOSW	goku
goku_child_climb_b_g4	16	16	.BKNOSW	goku
goku_child_eat_a	16	16	.BKMOSWX	goku
goku_child_eat_a_g0	16	16	.BKMOSWX	goku
goku_child_eat_a_g1	16	16	.BKMOSWX	goku
goku_child_eat_a_g3	16	16	.BKMOSWX	goku
goku_child_eat_a_g4	16	16	.BKMOSWX	goku
goku_child_eat_b	16	16	.BKMOSWX	goku
goku_child_eat_b_g0	16	16	.BKMOSWX	goku
goku_child_eat_b_g1	16	16	.BKMOSWX	goku
goku_child_eat_b_g3	16	16	.BKMOSWX	goku
goku_child_eat_b_g4	16	16	.BKMOSWX	goku
goku_child_idle_a	16	16	.BKNOSW	goku
goku_child_idle_a_g0	16	16	.BKNOSW	goku
goku_child_idle_a_g1	16	16	.BKNOSW	goku
goku_child_idle_a_g3	16	16	.BKNOSW	goku
goku_child_idle_a_g4	16	16	.BKNOSW	goku
goku_child_idle_b	16	16	.BKNOSW	goku
goku_child_idle_b_g0	16	16	.BKNOSW	goku
goku_child_idle_b_g1	16	16	.BKNOSW	goku
goku_child_idle_b_g3	16	16	.BKNOSW	goku
goku_child_idle_b_g4	16	16	.BKNOSW	goku
goku_child_sleep_a	16	16	.BKMNOSW	goku
goku_child_sleep_a_g0	16	16	.BKMNOSW	goku
goku_child_sleep_a_g1	16	16	.BKMNOSW	goku
goku_child_sleep_a_g3	16	16	.BKMNOSW	goku
goku_child_sleep_a_g4	16	16	.BKMNOSW	goku
goku_child_sleep_b	16	16	.BKMNOSW	goku
goku_child_sleep_b_g0	16	16	.BKMNOSW	goku
goku_child_sleep_b_g1	16	16	.BKMNOSW	goku
goku_child_sleep_b_g3	16	16	.BKMNOSW	goku
goku_child_sleep_b_g4	16	16	.BKMNOSW	goku
goku_child_walk_a	16	16	.BKNOSW	goku
goku_child_walk_a_g0	16	16	.BKNOSW	goku
goku_child_walk_a_g1	16	16	.BKNOSW	goku
goku_child_walk_a_g3	16	16	.BKNOSW	goku
goku_child_walk_a_g4	16	16	.BKNOSW	goku
goku_child_walk_b	16	16	.BKNOSW	goku
goku_child_walk_b_g0	16	16	.BKNOSW	goku
goku_child_walk_b_g1	16	16	.BKNOSW	goku
goku_child_walk_b_g3	16	16	.BKNOSW	goku
goku_child_walk_b_g4	16	16	.BKNOSW	goku
goku_pod_idle_a	16	16	.DLMPRS	goku
goku_pod_idle_a_g0	16	16	.DLMPRS	goku
goku_pod_idle_a_g1	16	16	.DLMPRS	goku
goku_pod_idle_a_g3	16	16	.DLMPRS	goku
goku_pod_idle_a_g4	16	16	.DLMPRS	goku
goku_pod_idle_b	16	16	.DLMPRS	goku
goku_pod_idle_b_g0	16	16	.DLMPRS	goku
goku_pod_idle_b_g1	16	16	.DLMPRS	goku
goku_pod_idle_b_g3	16	16	.DLMPRS	goku
goku_pod_idle_b_g4	16	16	.DLMPRS	goku
goku_ssj_idle_a	16	16	.BKOSWY	goku
goku_ssj_idle_a_g0	16	16	.BKOSWY	goku
goku_ssj_idle_a_g1	16	16	.BKOSWY	goku
goku_ssj_idle_a_g3	16	16	.BKOSWY	goku
goku_ssj_idle_a_g4	16	16	.BKOSWY	goku
goku_ssj_idle_b	16	16	.BKOSWY	goku
goku_ssj_idle_b_g0	16	16	.BKOSWY	goku
goku_ssj_idle_b_g1	16	16	.BKOSWY	goku
goku_ssj_idle_b_g3	16	16	.BKOSWY	goku
goku_ssj_idle_b_g4	16	16	.BKOSWY	goku
goku_ssj_walk_a	16	16	.BKOSWY	goku
goku_ssj_walk_a_g0	16	16	.BKOSWY	goku
goku_ssj_walk_a_g1	16	16	.BKOSWY	goku
goku_ssj_walk_a_g3	16	16	.BKOSWY	goku
goku_ssj_walk_a_g4	16	16	.BKOSWY	goku
goku_ssj_walk_b	16	16	.BKOSWY	goku
goku_ssj_walk_b_g0	16	16	.BKOSWY	goku
goku_ssj_walk_b_g1	16	16	.BKOSWY	goku
goku_ssj_walk_b_g3	16	16	.BKOSWY	goku
goku_ssj_walk_b_g4	16	16	.BKOSWY	goku
goku_teen_neat_climb_a	16	16	.BKOSW	goku
goku_teen_neat_climb_a_g0	16	16	.BKOSW	goku
goku_teen_neat_climb_a_g1	16	16	.BKOSW	goku
goku_teen_neat_climb_a_g3	16	16	.BKOSW	goku
goku_teen_neat_climb_a_g4	16	16	.BKOSW	goku
goku_teen_neat_climb_b	16	16	.BKOSW	goku
goku_teen_neat_climb_b_g0	16	16	.BKOSW	goku
goku_teen_neat_climb_b_g1	16	16	.BKOSW	goku
goku_teen_neat_climb_b_g3	16	16	.BKOSW	goku
goku_teen_neat_climb_b_g4	16	16	.BKOSW	goku
goku_teen_neat_eat_a	16	16	.BKMOSWX	goku
goku_teen_neat_eat_a_g0	16	16	.BKMOSWX	goku
goku_teen_neat_eat_a_g1	16	16	.BKMOSWX	goku
goku_teen_neat_eat_a_g3	16	16	.BKMOSWX	goku
goku_teen_neat_eat_a_g4	16	16	.BKMOSWX	goku
goku_teen_neat_eat_b	16	16	.BKMOSWX	goku
goku_teen_neat_eat_b_g0	16	16	.BKMOSWX	goku
goku_teen_neat_eat_b_g1	16	16	.BKMOSWX	goku
goku_teen_neat_eat_b_g3	16	16	.BKMOSWX	goku
goku_teen_neat_eat_b_g4	16	16	.BKMOSWX	goku
goku_teen_neat_idle_a	16	16	.BKOSW	goku
goku_teen_neat_idle_a_g0	16	16	.BKOSW	goku
goku_teen_neat_idle_a_g1	16	16	.BKOSW	goku
goku_teen_neat_idle_a_g3	16	16	.BKOSW	goku
goku_teen_neat_idle_a_g4	16	16	.BKOSW	goku
goku_teen_neat_idle_b	16	16	.BKOSW	goku
goku_teen_neat_idle_b_g0	16	16	.BKOSW	goku
goku_teen_neat_idle_b_g1	16	16	.BKOSW	goku
goku_teen_neat_idle_b_g3	16	16	.BKOSW	goku
goku_teen_neat_idle_b_g4	16	16	.BKOSW	goku
goku_teen_neat_sleep_a	16	16	.BKMOSW	goku
goku_teen_neat_sleep_a_g0	16	16	.BKMOSW	goku
goku_teen_neat_sleep_a_g1	16	16	.BKMOSW	goku
goku_teen_neat_sleep_a_g3	16	16	.BKMOSW	goku
goku_teen_neat_sleep_a_g4	16	16	.BKMOSW	goku
goku_teen_neat_sleep_b	16	16	.BKMOSW	goku
goku_teen_neat_sleep_b_g0	16	16	.BKMOSW	goku
goku_teen_neat_sleep_b_g1	16	16	.BKMOSW	goku
goku_teen_neat_sleep_b_g3	16	16	.BKMOSW	goku
goku_teen_neat_sleep_b_g4	16	16	.BKMOSW	goku
goku_teen_neat_walk_a	16	16	.BKOSW	goku
goku_teen_neat_walk_a_g0	16	16	.BKOSW	goku
goku_teen_neat_walk_a_g1	16	16	.BKOSW	goku
goku_teen_neat_walk_a_g3	16	16	.BKOSW	goku
goku_teen_neat_walk_a_g4	16	16	.BKOSW	goku
goku_teen_neat_walk_b	16	16	.BKOSW	goku
goku_teen_neat_walk_b_g0	16	16	.BKOSW	goku
goku_teen_neat_walk_b_g1	16	16	.BKOSW	goku
goku_teen_neat_walk_b_g3	16	16	.BKOSW	goku
goku_teen_neat_walk_b_g4	16	16	.BKOSW	goku
goku_teen_scruffy_climb_a	16	16	.DPS	goku
goku_teen_scruffy_climb_a_g0	16	16	.DPS	goku
goku_teen_scruffy_climb_a_g1	16	16	.DPS	goku
goku_teen_scruffy_climb_a_g3	16	16	.DPS	goku
goku_teen_scruffy_climb_a_g4	16	16	.DPS	goku
goku_teen_scruffy_climb_b	16	16	.DPS	goku
goku_teen_scruffy_climb_b_g0	16	16	.DPS	goku
goku_teen_scruffy_climb_b_g1	16	16	.DPS	goku
goku_teen_scruffy_climb_b_g3	16	16	.DPS	goku
goku_teen_scruffy_climb_b_g4	16	16	.DPS	goku
goku_teen_scruffy_eat_a	16	16	.DMPSX	goku
goku_teen_scruffy_eat_a_g0	16	16	.DMPSX	goku
goku_teen_scruffy_eat_a_g1	16	16	.DMPSX	goku
goku_teen_scruffy_eat_a_g3	16	16	.DMPSX	goku
goku_teen_scruffy_eat_a_g4	16	16	.DMPSX	goku
goku_teen_scruffy_eat_b	16	16	.DMPSX	goku
goku_teen_scruffy_eat_b_g0	16	16	.DMPSX	goku
goku_teen_scruffy_eat_b_g1	16	16	.DMPSX	goku
goku_teen_scruffy_eat_b_g3	16	16	.DMPSX	goku
goku_teen_scruffy_eat_b_g4	16	16	.DMPSX	goku
goku_teen_scruffy_idle_a	16	16	.DPS	goku
goku_teen_scruffy_idle_a_g0	16	16	.DPS	goku
goku_teen_scruffy_idle_a_g1	16	16	.DPS	goku
goku_teen_scruffy_idle_a_g3	16	16	.DPS	goku
goku_teen_scruffy_idle_a_g4	16	16	.DPS	goku
goku_teen_scruffy_idle_b	16	16	.DPS	goku
goku_teen_scruffy_idle_b_g0	16	16	.DPS	goku
goku_teen_scruffy_idle_b_g1	16	16	.DPS	goku
goku_teen_scruffy_idle_b_g3	16	16	.DPS	goku
goku_teen_scruffy_idle_b_g4	16	16	.DPS	goku
goku_teen_scruffy_sleep_a	16	16	.DMPS	goku
goku_teen_scruffy_sleep_a_g0	16	16	.DMPS	goku
goku_teen_scruffy_sleep_a_g1	16	16	.DMPS	goku
goku_teen_scruffy_sleep_a_g3	16	16	.DMPS	goku
goku_teen_scruffy_sleep_a_g4	16	16	.DMPS	goku
goku_teen_scruffy_sleep_b	16	16	.DMPS	goku
goku_teen_scruffy_sleep_b_g0	16	16	.DMPS	goku
goku_teen_scruffy_sleep_b_g1	16	16	.DMPS	goku
goku_teen_scruffy_sleep_b_g3	16	16	.DMPS	goku
goku_teen_scruffy_sleep_b_g4	16	16	.DMPS	goku
goku_teen_scruffy_walk_a	16	16	.DPS	goku
goku_teen_scruffy_walk_a_g0	16	16	.DPS	goku
goku_teen_scruffy_walk_a_g1	16	16	.DPS	goku
goku_teen_scruffy_walk_a_g3	16	16	.DPS	goku
goku_teen_scruffy_walk_a_g4	16	16	.DPS	goku
goku_teen_scruffy_walk_b	16	16	.DPS	goku
goku_teen_scruffy_walk_b_g0	16	16	.DPS	goku
goku_teen_scruffy_walk_b_g1	16	16	.DPS	goku
goku_teen_scruffy_walk_b_g3	16	16	.DPS	goku
goku_teen_scruffy_walk_b_g4	16	16	.DPS	goku
goku_ui_idle_a	16	16	.BGKOSW	goku
goku_ui_idle_a_g0	16	16	.BGKOSW	goku
goku_ui_idle_a_g1	16	16	.BGKOSW	goku
goku_ui_idle_a_g3	16	16	.BGKOSW	goku
goku_ui_idle_a_g4	16	16	.BGKOSW	goku
goku_ui_idle_b	16	16	.BGKOSW	goku
goku_ui_idle_b_g0	16	16	.BGKOSW	goku
goku_ui_idle_b_g1	16	16	.BGKOSW	goku
goku_ui_idle_b_g3	16	16	.BGKOSW	goku
goku_ui_idle_b_g4	16	16	.BGKOSW	goku
goku_ui_walk_a	16	16	.BGKOSW	goku
goku_ui_walk_a_g0	16	16	.BGKOSW	goku
goku_ui_walk_a_g1	16	16	.BGKOSW	goku
goku_ui_walk_a_g3	16	16	.BGKOSW	goku
goku_ui_walk_a_g4	16	16	.BGKOSW	goku
goku_ui_walk_b	16	16	.BGKOSW	goku
goku_ui_walk_b_g0	16	16	.BGKOSW	goku
goku_ui_walk_b_g1	16	16	.BGKOSW	goku
goku_ui_walk_b_g3	16	16	.BGKOSW	goku
goku_ui_walk_b_g4	16	16	.BGKOSW	goku
krillin_adult_ace_climb_a	16	16	.BKOSW	krillin
krillin_adult_ace_climb_a_g0	16	16	.BKOSW	krillin
krillin_adult_ace_climb_a_g1	16	16	.BKOSW	krillin
krillin_adult_ace_climb_a_g3	16	16	.BKOSW	krillin
krillin_adult_ace_climb_a_g4	16	16	.BKOSW	krillin
krillin_adult_ace_climb_b	16	16	.BKOSW	krillin
krillin_adult_ace_climb_b_g0	16	16	.BKOSW	krillin
krillin_adult_ace_climb_b_g1	16	16	.BKOSW	krillin
krillin_adult_ace_climb_b_g3	16	16	.BKOSW	krillin
krillin_adult_ace_climb_b_g4	16	16	.BKOSW	krillin
krillin_adult_ace_eat_a	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_a_g0	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_a_g1	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_a_g3	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_a_g4	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_b	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_b_g0	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_b_g1	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_b_g3	16	16	.BKMOSWX	krillin
krillin_adult_ace_eat_b_g4	16	16	.BKMOSWX	krillin
krillin_adult_ace_idle_a	16	16	.BKOSW	krillin
krillin_adult_ace_idle_a_g0	16	16	.BKOSW	krillin
krillin_adult_ace_idle_a_g1	16	16	.BKOSW	krillin
krillin_adult_ace_idle_a_g3	16	16	.BKOSW	krillin
krillin_adult_ace_idle_a_g4	16	16	.BKOSW	krillin
krillin_adult_ace_idle_b	16	16	.BKOSW	krillin
krillin_adult_ace_idle_b_g0	16	16	.BKOSW	krillin
krillin_adult_ace_idle_b_g1	16	16	.BKOSW	krillin
krillin_adult_ace_idle_b_g3	16	16	.BKOSW	krillin
krillin_adult_ace_idle_b_g4	16	16	.BKOSW	krillin
krillin_adult_ace_sleep_a	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_a_g0	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_a_g1	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_a_g3	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_a_g4	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_b	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_b_g0	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_b_g1	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_b_g3	16	16	.BKMOSW	krillin
krillin_adult_ace_sleep_b_g4	16	16	.BKMOSW	krillin
krillin_adult_ace_walk_a	16	16	.BKOSW	krillin
krillin_adult_ace_walk_a_g0	16	16	.BKOSW	krillin
krillin_adult_ace_walk_a_g1	16	16	.BKOSW	krillin
krillin_adult_ace_walk_a_g3	16	16	.BKOSW	krillin
krillin_adult_ace_walk_a_g4	16	16	.BKOSW	krillin
krillin_adult_ace_walk_b	16	16	.BKOSW	krillin
krillin_adult_ace_walk_b_g0	16	16	.BKOSW	krillin
krillin_adult_ace_walk_b_g1	16	16	.BKOSW	krillin
krillin_adult_ace_walk_b_g3	16	16	.BKOSW	krillin
krillin_adult_ace_walk_b_g4	16	16	.BKOSW	krillin
krillin_adult_gremlin_climb_a	16	16	.BKORSW	krillin
